Label,Tweet
Non_HS,"RT @augustfrankto: #DebatFinalPilkadaJKT Bu Silvy curhat karena pernah dimarahi sama Pak Ahok...hehe.."
Non_HS,"Mantap pak AHOK #DebatFinalPilkadaJKT"
Non_HS,"Ahok gagah kaya gatot kaca! #DebatFinalPilkadaJKT"
Non_HS,"Telaaaakkk nomer satuuuu. Nghahahaha #DebatFinalPilkadaJKT"
Non_HS,"Lomba adu program #DebatFinalPilkadaJKT #SkakSilvi"
Non_HS,"#DebatFinalPilkadaJKT Denger banyak program dan janji dan sering tau pas jadi ga dijalankan rasanya males aja sih."
Non_HS,"DEBAT CAGUB DKI ke 3 - 10 Februari 2017 - Segmen 3 Mantap Ahok SKAK Sylviana Murni\n\n#DebatFinalPilkadaJKT"
Non_HS,"Pertanyaan Ibu Silvy rada maksa.. #DebatFinalPilkadaJKT"
Non_HS,"Tanggal 15, pas pilkada nanti sy gak akan milih siapa-siapa ah!"
Non_HS,"Saya pribadi bakal prefer kok muslim dengan kapabilitas, tetapi lihat kondisinya Ahok menjadi pilihan plg realistis buat kemajuan DKI"
Non_HS,"Yang mendukung Mas Anies bukan berarti anti Pak Ahok, begitu Pula sebaliknya"
Non_HS,"Spanduk Tolak Salatkan Pembela Penista Agama juga Muncul di Kalibata https:\/\/t.co\/Sr1PbYtigN"
Non_HS,"#DebatFinalPilkadaJKT Telak banget anjir ngakak!"
Non_HS,"Ayo berlomba program jangan fitnah2 #DebatFinalPilkadaJKT"
Non_HS,"RT @deelestari: Akhirnya nggak ngantuk lagi! Yeay! #DebatFinalPilkadaJKT"
Non_HS,"Duh dibilang ga punya program paslon 1... kesian kesian kesian ... #debatfinalpilkadajkt"
Non_HS,"Tuntut Keadilan Bagi Penista Agama, Puluhan Jawara Betawi Ikuti Aksi 212 Jilid II https:\/\/t.co\/HWVuoZyYov"
Non_HS,"Keras nih ahok #DebatFinalPilkadaJKT"
Non_HS,"Paslon 3 Anies Sandiaga Uno 15 Feb 2017 Utk Jakarta Indonesia Raya OK OCE"
Non_HS,"Sesuai namanya: RONDE FINAL\n\n#DebatFinalPilkadaJKT"
Non_HS,"Mendagri Tambah Pusing, Ketika MA Emoh Keluarkan Fatwa Status Gubernur Penista Agama https:\/\/t.co\/J34aMQiMNi"
Non_HS,"Tolong adu program"
Non_HS,"Genderang perang makin kencang #DebatFinalPilkadaJKT"
Non_HS,"Mpok sylvi udah mulai emosi \ud83d\ude02\n #DebatFinalPilkadaJKT"
Non_HS,"Some people gabisa bedain kasar sama tegas. #DebatFinalPilkadaJKT"
Non_HS,"Beliau para pemimpin hebat Indonesia! Kita bangga https:\/\/t.co\/NAWbps9Xpt https:\/\/t.co\/5cC2U9AIEv"
Non_HS,"RT @InaKinoy: baca ini dulu lah biar mendinginkan suasana #DebatFinalPilkadaJKT https:\/\/t.co\/Em9GCKc4qe"
Non_HS,"ayo berlomba program jgn pitnah doank.. #DebatFinalPilkadaJKT #BadjaPastimenang"
Non_HS,"RT @qronoz: Pokoknya kalo Ahok udah ngomong: Aduuuuuuh KELAR. #DebatFinalPilkadaJKT"
Non_HS,"Senjata makan tuan #DebatFinalPilkadaJKT #DebatFinalDKI"
Non_HS,"Ahok kekerasan verbal? Masa koruptor dielus2 #DebatFinalPilkadaJKT"
Non_HS,"RT @qronoz: Gak ada program yang mau diserang yang diserang karakternya. AHaY! \ud83d\ude02 #DebatFinalPilkadaJKT"
Non_HS,"Terkait Jakarta tak Ramah anak apa tanggapan Pak @aniesbaswedan https:\/\/t.co\/ufA55UWBcI"
Non_HS,"emang OK OCE anies dan sandi dalam mengatasi urbanisasi dan lapangan kerja #DebatFinalPilkadaJKT https:\/\/t.co\/BrCeCZSkux"
Non_HS,"Suporternya mulai kampungan paslon masih ngomong jg ...... #DebatFinalPilkadaJKT"
Non_HS,"Mulai seru ni #DebatFinalPilkadaJKT"
Non_HS,"RT @Kafyonaa: JADI DEBAT TERAKHIR NANTI MALAM PILIHANMU JATUH KE PASLON YANG MANA? #DebatFinalPilkadaJKT #Debat3PilkadaDKI"
Non_HS,"RT @magendajuang: Wkwkwk udah dah pilih Anies Sandi aja :) #DebatFinalPilkadaJKT https:\/\/t.co\/hMXhjyHBnJ"
Non_HS,"fitnah lebih kejam loh dari pembunuhan #DebatFinalPilkadaJKT"
Non_HS,"mari #debatsehat. jangan coba pakai #datasesat. #DebatFinalPilkadaJKT #DebatFinalDiKompasTV"
Non_HS,"RT @prastow: Apapun itu, keberanian Ahok membongkar mafia anggaran menjadi tonggak penting menuju APBD yg kredibel dan akuntabel."
Non_HS,"RT @SydSalesman: inilah wujud nasional-is-me dagangannya @pandji ... hebat! https:\/\/t.co\/0fYIG6c2xl"
Non_HS,"Pak dosen makin keliatan aslinya :("
Non_HS,"RT @gabriellaanDini: Dulu di awal kampanye bukannya uda deklarasi anti SARA??? Tadinya gw pikir no.3 lebih mending dari no.1"
Non_HS,"#DebatFinalPilkadaJKT mateng mpok Silvy di bombardir Pak Ahok... jawaban cerdas Pak Ahok.."
Non_HS,"#DebatFinalPilkadaJKT mohon tenang"
Non_HS,"Yg no.1 nih ngomongin hal yg di luar program mulu ya. Ngga ada bhan ya bwt serang lawan.. Cape dehh! #DebatFinalDKI #DebatFinalPilkadaJKT"
Non_HS,"Cinta pak Ahok pokoknya #DebatFinalPilkadaJKT"
Non_HS,"#DebatFinalPilkadaJKT nggak cuma ibu2 yang pengen foto sama Ahok bapak2 juga lho"
Non_HS,"Mas Agus saya akui malam ini....rambut kamu bagus! #DebatFinalPilkadaJKT"
Non_HS,"RT @republikaonline: Ahok Janji Berani Tutup Tempat Hiburan Malam yang Jual Narkoba"
Non_HS,"Agus-Sylvi sisipkan bahasa jawa saat debat https:\/\/t.co\/fGTfXgaINx"
Non_HS,"RT @hariadhi: Ahok udah perhatikan penyandang disabilitas, jauuuh sebelum kandidat lain berjanji #NobarAhokDjarot #BadjaPastiJuara"
Non_HS,"Ahok keren!!! #DebatFinalPilkadaJKT"
Non_HS,"Gimana ya Tim Ahok kok makin disudutkan(?) Mungkin karena ini final kali y"
Non_HS,"Nih fakta buat yg asbun. #BadjaPastimenang #DebatFinalPilkadaJKT"
Non_HS,"Siap-siap meme CCTV. #DebatFinalPilkadaJKT #Debat3PilkadaDKI #DebatFinalDKI"
Non_HS,"Nyinyir tingkat nasional #DebatFinalPilkadaJKT"
Non_HS,"Drama bgt itu :(( #DebatFinalPilkadaJKT"
Non_HS,"Ini judulnya Debat atau nyerang paslon 2 ?????? #DebatFinalPilkadaJKT"
Non_HS,"Lha kok menyerang gitu ya #DebatFinalPilkadaJKT"
Non_HS,"Debat sama berantem beda tipis #DebatFinalPilkadaJKT"
Non_HS,"Orang tegas dibilang maki-maki orang -_- #DebatFinalPilkadaJKT"
Non_HS,"1 atau 2 perempuan berbeda dengan kaum perempuan #DebatFinalPilkadaJK"
Non_HS,"mantap OK OCE anies sandi dalam mengatasi urbanisasi dan lapangan kerja"
Non_HS,"RT @WisnuDewobroto: Ga seru nih. selalu mengungkit masa lalu :). kekerasan Verbal semua pernah lakukan manusia biasa. #DebatFinalPilkadaJKT"
Non_HS,"satu perempuan bukan semua perempuan #DebatFinalPilkadaJKT"
Non_HS,"#DebatFinalPilkadaJKT Pertanyaan paslon 1 dpt dikategorikan sbg kekerasan dalam debat."
Non_HS,"@jokowi pak maafkan saya. Biarkan malam ini saja saya memposting ujaran kebencian. Hanya malam ini saja pak xoxo #DebatFinalPilkadaJKT"
Non_HS,"Semoga Allah memenangkan pak Anies-sandi https:\/\/t.co\/sns0rXRw3f"
Non_HS,"#DebatFinalPilkadaJKT non muslim coblos Ahok muslim coblos Djarot. Bagaimana?"
Non_HS,"#DebatFinalPilkadaJKT *pemimpin harus dapat ciptakan suasana damai tentram dan bukan adu domba atau hasutan"
Non_HS,"Saya bertanya kepada Bapak Presiden dan Kapolri OK OCE tuh apaan? #DebatFinalPilkadaJKT"
Non_HS,"Keliatan banget keberpihakan media #DebatFinalPilkadaJKT"
Non_HS,"RT @di_HatiKecil: Bagus nih ilustrasinya #DebatFinalPilkadaJKT https:\/\/t.co\/zAQLqrBiUF"
Non_HS,"RT @rezaoktovian: Ahok terlalu keren :')"
Non_HS,"isinya timeline twitter cm pilkada.. membosankan sekali.."
Non_HS,"Mohon tenang mohon tenang #DebatFinalPilkadaJKT"
Non_HS,"ah diulang. Jawabannya bisa beda kan? #DebatFinalPilkadaJKT"
Non_HS,"Perasaan bukan pertanyaan itu deh yg td dijawab om @aniesbaswedan audionya ga keluar atau ia ya? #DebatFinalPilkadaJKT"
Non_HS,"Boleh tinggal di pinggir kali meski bukan tanahnya boleh jualan di pinggir jalan"
Non_HS,"RT @rigenz123: Sehatkan Warga DKI Melalui #JakartaBerlari Barulah Pembangunan Dapat Sejahterakan Warganya. #DebatFinalPilkadaJKT"
Non_HS,"kalau kamu diputuskan pacar tanpa sebab mungkin program OKE OCE bisa jadi solusi nya #DebatFinalPilkadaJKT"
Non_HS,"Melibatkan yang paham pada bidangnya untuk duduk bersama memecahkan solusi. Cara kepemimpinan yg cerdas ! #DebatFinalPilkadaJKT"
Non_HS,"Justru laki-laki lah yang sering mengalami kekerasan verbal. Berapa kali dirimu dimarahi istrimu..? Ayo ngaku."
Non_HS,"RT @TirtoID: Soal gerakan-gerakan ala @aniesbaswedan #PeriksaData #DebatFinalPilkadaJKT"
Non_HS,"Mayoritas warga Jakarta ingin dipimpin Gubernur baru. Emang iya? #DebatFinalPilkadaJKT"
Non_HS,"Paslon 1 selalu nyerang paslon 2 ni #DebatFinalPilkadaJKT"
Non_HS,"RT @JktMajuBersama: Upaya Anies-Sandi untuk mendukung perempuan menjadi pelaku UKM :) #DebatFinalPilkadaJKT"
Non_HS,"Salah satu indikator meningkatnya kualitas hidup warga Jkt adl terus bisa tersenyum seperti Pak Djarot malam ini"
Non_HS,"Tontonan yg wajib ditunggu sehabis #DebatFinalPilkadaJKT"
Non_HS,"RT @ainouun: Pak Ahok : penyandang disabilitas bukan hanya mereka, suatu saat kita juga bisa jadi. #DebatFinalPilkadaJKT"
Non_HS,"RT @tribunjateng: Saat Jeda, Ahok dan Djarot Sapa Ganjar Pranowo dari Atas Panggung"
Non_HS,"@Boojaee sayang hyung cuma pencitraan :* wkwk"
Non_HS,"@kurawa Msh inget sm ibu penjual kue di balaikota, cm Pak Ahok yg tau klo si ibu sakit, ibu itu langsung diurus ke rs. Ini bukan pencitraan."
Non_HS,"Biar jajan naik sejuta https://t.co/veZ5PXxDfr"
Non_HS,"bio gw belum diganti astagfirullah rusak pencitraan cewe cantik"
Non_HS,"#MataNajwaDebatJakarta Ya ampun udh closing statement msh aja commentnya ky gitu ya"
Non_HS,"Hah uda closing statement?? Cepet bener?? #DebatFinalPilkadaJKT"
Non_HS,"RT @digembok: #DebatFinalPilkadaJKT kali ini keren.Biasanya ada sesi tanya-jawab Kali ini ada SESI CURHAT"
Non_HS,"Ketiga paslon gagal menjawab pertanyaan yang jawabannya harus memuji kebaikan paslon lain"
Non_HS,"Mari berjuang bersama SBYudhoyono utk memenangkan #SaduddinDhani di #PilkadaKabBekasi2017 #BekasiSAH #BekasiBerjaya"
Non_HS,"Jikapun aparatur bisa dibeli, kyai dan santri oplosan dibeli. Masih ada yng ASLI, siap MELAWAN KETIDAKADILAN https://t.co/riloAH9gAd"
Non_HS,"Pasangan mana yang unggul dalam debat kandidat Gubernur-Wagub DKI Jakarta Malam Ini?"
Non_HS,"Keberagaman itu datang dr hati terdalam, bukan dr pencitraan #Tetap3 #JKTBeragam"
Non_HS,"Membangun bangsa dan negara ini engga cukup dengan metoda pencitraan saja ,tanpa teruji lewat rekam jejak dan integritas tokohnya"
Non_HS,"RT @adelladellaide: Bersikap baik dan menjaga prilaku di depan umum bukan berarti pencitraan, bukan pula menjadi orang lain."
Non_HS,"RT @FiersaBesari: Saat jujur, ada yg curiga. Saat berbuat baik, ada yg menuduh pencitraan. Saat bahagia, ada yg iri. Abaikan."
Non_HS,"Umat Islam yg peduli agama mrk, tentu tdk akan tergoda dg trik2 konyol seperti ini, InshaAllah umat Islam sdh sadar https://t.co/PFH1MPsKFO"
Non_HS,"#AniesIntoleran \nAnies Baswedan, tak lagi memiliki integritas dan kredibilitas sebagai seorang pemimpin. https://t.co/rv053Gt4j8"
Non_HS,"@agusriyadi12345 Apakah tidak sadis, jika semua berita tentang ahok, judulnya diawali degan Terdakwa penista agama bukan menggunakan nama?"
Non_HS,"@Altefalken kemarin kan ada berita tentang penyakit mengingitis dari Babi, mksd gw apa nyambungnya sama ahok?"
Non_HS,"@ISejunnie @AHMADDHANIPRAST artis korea bisa world tour ahmad dhani bisa ?"
Non_HS,"@HaqueMarissa ,, ahok di jakarta , daging babi di bali apa hubungan nya ya??"
Non_HS,"Ahmad Dhani Bangkrut Ditagih Utang Melalui Video, Mantan Istrinya Jadi Janda Kaya Raya: Hampir setahun berlalu, https://t.co/22InRwRR26"
Non_HS,"Ahmad Dhani Sentil AHOK, eh Sandiaga Uno cengar cengir.!: https://t.co/vhDAAa3ShI melalui @YouTube"
Non_HS,"Hehhee.. Makanya jangan mengagumi sesorng berlebihan.. Kecuali kepada Rasulullah.. https://t.co/ZXVB2DiRMg"
Non_HS,"#MataNajwaDebatJakarta acara uda abis menurut kalian debat sapa yang betul-betul memaparkan prog dan solusi?"
Non_HS,"Mereka (koruptor) meletakkan kitab suci ditempat paling rendah...tapi masih sok jadi pemilik kapling surga... https://t.co/oj5YN3WBeI"
Non_HS,"RT @99Ohhani: Woww dukungan Rakyat Palestina ke Ahok yg dituduhS,g penista Agama ?? mrk Mengelu2kan Ahok !!!Ahok is The Best https://t.co/
Non_HS,"Pencitraan di socmed itu boleh-boleh aja. Tapi harus bisa tanggung jawab sama citra yang udh dibikin. Jangan sampe jadi malu-maluin. Kasian."
Non_HS,"RT @kompascom: Kasus Kicauan Ahmad Dhani Dilimpahkan ke Polres Metro Jakarta Selatan. https://t.co/uJ0m7JernN"
Non_HS,"RT @kv_kahfi: Komplit bgt yaaaa..... Heran nya msh aja yg percaya dan idolain dia https://t.co/PNTYRAnaJO"
Non_HS,"RT @m0th3rb04rd__: bagaimana keadilan bisa tercipta jika si penista agama belum di vonis penjara\n #BerjamaahTolakReklamasi"
Non_HS,"RT @TeddyGusnaidi: Bro.. Kalau yg dimaksud Fatwa Penista agama, MUI gak pernah mengeluarkan Fatwa. https://t.co/x9uXhqJKCa"
Non_HS,"RT @TeddyGusnaidi: Sidang hari ini makin menguatkan bahwa Ahok bukan penista agama.. Ada yang bisa bantah?? \nhttps://t.co/2Ksj4snR1t"
Non_HS,"Sebut Ahok Bukan Akademisi, Ahmad Dhani: Secara Intelektual, Lebih Intelek Bang Anies https://t.co/YrzfmMV1LG"
Non_HS,"Yg melakukan Penista Agama sesungguhnya, agama yg suci digunakan alat untuk mengejar jabatan (kekuasaan) https://t.co/hKvZIpm8ZS"
Non_HS,"Kalah di Pilkada Bekasi, Ahmad Dhani Jadi Juru Kampanye Pasangan Anies-Sandi https://t.co/oIZpN8hYnd #NenengYes https://t.co/FGOhKhXWxt"
Non_HS,"#MataNajwaDebatJakarta Bravo closing statement Anies malam ini.kalau nggak ada debat saya nggak mungkin nonton mata najwa sdh lama tdk suka."
Non_HS,"#MataNajwaDebatJakarta jawaban terakhir Anis jadi bikin ingat jawaban dia pas debat kemarin, jawaban anda menarik tapi tidak nyambung"
Non_HS,"#MataNajwaDebatJakarta buzzer ahok lagi kerja keras nih,.ayo kerja2 tar gajian ga turun"
Non_HS,"#MataNajwaDebatJakarta kerendahan hati dan lawan kerendahan hati kelihatan banget.."
Non_HS,"#MataNajwaDebatJakarta kok gaya pak @aniesbaswedan kayak SBY ya?"
Non_HS,"#MataNajwaDebatJakarta kenyataannya si anis nyaman bgt dgn isu sara kok , kan nguntungin anis , pura2 sok bijak pdhl menikmati isu sara ,"
Non_HS,"#MataNajwaDebatJakarta nyesel liat debat tidak bermutu cuma bisa mencela.."
Non_HS,"#MataNajwaDebatJakarta.kesimpulan: Saya tdk rela punya Gub seorg Anies dan sy percaya Ahok akan menang. Salam 2 jari."
Non_HS,"@ibnusungeb ahoker panas dingin ahok kalah debat Sama Anis. #MataNajwaDebatJakarta"
Non_HS,"Ada yg tahu ga backsound penutup mata najwa ini siapa musisinya dan apa judulnya? #MataNajwaDebatJakarta"
Non_HS,"#MataNajwaDebatJakarta p ahok apapun hanya Utk rakyat, p anies tkt dicurangi... Ngerti bedanya.."
Non_HS,"@MataNajwa mantapppp Mata Najwa diskusi lebih hidup dan mendidik,,, jauh berkualitas di banding debat yg selenggarakan KPU"
Non_HS,"@MataNajwa mbak najwa..ayo ketengah lagi sedikit..jgn terlihat ke kiri, dgn meminta terus pak anies cpt2 menyelesaikan kalimat2nya.."
Non_HS,"Dan soal soal ribut-ribut pribumi vs non pribumi yang ramai di beranda saya itu, sebenarnya maksudnya apa? ikut..."
Non_HS,"Sedih liat pak anies saat ini, tokoh yang dulu saya kagumi kenapa jadi seperti ini ') #MataNajwaDebatJakarta"
Non_HS,"Awal sp akhir @aniesbaswedan bisanya cm serang pribadi @basuki_btp gak ada program yg perlu dibanggakan #MataNajwaDebatJakarta"
Non_HS,"Gimana nih om @pandji pasti ikut gedeg juga kan dengerin retorika ga ada wawasan. Tapi gimana udah terlanjur ya. #matanajwadebatjakarta"
Non_HS,"Haduhhhh Pak Anies.. Terus pendukung anda yang didatengin ke Jakarta itu dari mana pak? Dari luar jakarta kan #MataNajwaDebatJakarta"
Non_HS,"Haha anies pendemo2 dr jawa barat kok ga ngomen. Takut kalah ya haha #MataNajwaDebatJakarta"
Non_HS,"#MataNajwaDebatJakarta pak uno habis 62M istrinya ga marah ya pak? Saya mo beli sepatu 300rb aja istri saya marah2 pak"
Non_HS,"#MataNajwaDebatJakarta jangan suka menyerang, ini bukan perang,. mengapa ingin ibadah harus menyerang orang.."
Non_HS,"#MataNajwaDebatJakarta Paslon 3 serang terus dengan membawa2 hal2 yg biasa menyerang, tp Paslon 2 tenang menjawabnya"
Non_HS,"Aahhh akuh sedih, akuh org depok ternyata ngga boleh ke jakarta pak mANIES jahattttt #MataNajwaDebatJakarta"
Non_HS,"#MataNajwaDebatJakarta saludd utk mata najwa, berbobot sekali perdebatan malam ini.."
Non_HS,"Jadilah orang yang bertanggung jawab atas segala tindakan anda. dengan demikian anda akan menuai hal yang positif. #SidangAhok"
Non_HS,"Menurut Anda, apakah #SidangAhok Dugaan Penistaan Agama dgn Terdakwa @basuki_btp murni isyu Pilkada DKI Jakarta atau murni demi Islam???"
Non_HS,"Semua kejujuran akan mendapatkan pahala dari surga. Sabar ya Pak Basuki #FreeAhok https://t.co/NlgbEcj4Jc"
Non_HS,"Jadilah orang yang bertanggung jawab atas segala tindakan anda. dengan demikian anda akan menuai hal yang positif. #SidangAhok"
Non_HS,"#MataNajwaDebatJakarta terima kasih telah memberikan pendidikan demokrasi pada rakyat Indonesia, khususnya Jakarta."
Non_HS,"Keberagaman itu datang dr hati terdalam, bukan dr pencitraan #Tetap3 #JKTBeragam"
Non_HS,"Membangun bangsa dan negara ini engga cukup dengan metoda pencitraan saja ,tanpa teruji lewat rekam jejak dan integritas tokohnya"
Non_HS,"jangan ada keberpihakan dalam badan hukum karena itu akan merusak demokrasi #important #MataNajwaDebatJakarta"
Non_HS,"Jika lo bisa menceritakan kembali kalimat2 yg dilontarkan Anies di @MataNajwa dgn bahasa lo sendiri, lo luar biasa. #MataNajwaDebatJakarta"
Non_HS,"kalau liat sosmed, Pak Ahok menang telak. Namun sayang, hanya kata-kata manis lah yg diserap bbrp warga kecil. #matanajwadebatjakarta"
Non_HS,"Seharusnya mah basuki sudah bebas ya kan? #FreeAhok https://t.co/Mw3k0vYweF"
Non_HS,"Kenapa debat @MataNajwa ini, Ahok makin keliatan diatas angin ya. Kliatan dia sangat menguasai problem solusi tata kelola Jakarta."
Non_HS,"Kalau lihat Ahok itu kayak lihat power rangers merah"
Non_HS,"Kesimpulan. Ahok spt biasa fokus detail ke program. Anies terlalu fokus menjatuhkan lawan #MataNajwaDebatJakarta"
Non_HS,"pertunjukan yang sangat membuat saya serius dan gak mau diganggu, selamat untuk pak @aniesbaswedan buat gagasan nya #MataNajwaDebatJakarta"
Non_HS,"Jangan berpihak...melayani rakyat dengan sepenuh hati..Tuhan yang memberi kekuasaan.. Tuhan yang mengambil..-ahok#MataNajwaDebatJakarta"
Non_HS,"Pak Ahok jangan blunder dong Pak..dari tadi udah bagus. Pertanyaannya komitmen menerima hasil kontestasi. #MataNajwaDebatJakarta"
Non_HS,"jangan ada keberpihakan dalam badan hukum karena itu akan merusak demokrasi #important #MataNajwaDebatJakarta"
Non_HS,"Jika lo bisa menceritakan kembali kalimat2 yg dilontarkan Anies di @MataNajwa dgn bahasa lo sendiri, lo luar biasa. #MataNajwaDebatJakarta"
Non_HS,"Kenapa debat @MataNajwa ini, Ahok makin keliatan diatas angin ya. Kliatan dia sangat menguasai problem solusi tata kelola Jakarta."
Non_HS,"Kiranya Jakarta semakin baik. Selamat berjuang buat Pak Ahok dan Pak Anies ! #MataNajwaDebatJakarta"
Non_HS,"Masihkah Ahoker debat soal program? Jlebb.. KO kena uppercut Anies soal KJP. Pergubnya blm di rubah.. @roemahdjoeang @NetizenTofa @cepot234"
Non_HS,"RT @alysap_: Semua penganut agama harus dapet hak yang sama - Ahok #MataNajwaDebatJakarta"
Non_HS,"Aku heran kenapa ilklan kampanye #AhokDjarot yg terbaru itu begitu, ini aku loh yang bingung bkn akuang,asiang, atau aming #IklanAhokJahat"
Non_HS,"Abis nyoblos streaming video perkembangan Pilkada 2017 pake #SisaKuotaGakHangus dari @IM3Ooredoo kuota ga habis deh"
Non_HS,"muslim sedang diuji di negara yg mayoritas Islam..semoga kita smua bisa bersabar dan menahan utk tidak berbicara kasar sbg balasan"
Non_HS,"Kiranya Jakarta semakin baik. Selamat berjuang buat Pak Ahok dan Pak Anies ! #MataNajwaDebatJakarta"
Non_HS,"RT @grcllafrn: Pak Anies, inget, apa yg kau tabur itu yang akan kau tuai nanti... jadi takut sendiri :) #MataNajwaDebatJakarta"
Non_HS,"RT @kompascom: Bagaimana metode penarikan sampel hitung cepat yg dilakukan Litbang Kompas dlm Pilkada DKI Jakarta 2017? Simak disini"
Non_HS,"mnding diem aja pak @basuki_btp semua pergerakanmu pasti disalahkan, klo wktunya menang ntar jga menang.... #IklanAhokJahat"
Non_HS,"RT @netmediatama: Perbincangan menarik di Quick Count Pilkada 2017 bersama @irakoesno. #NETPilkada https:\/\/t.co\/odbVw4uWMr"
Non_HS,"Bersyukur menutup kampanye hari ini dengan berdoa agar PILKADA DKI Jakarta pada 15 Februari 2017 berjalan dengan lancar"
Non_HS,"Julia Perez Kecewa Gagal Nyoblos Pilkada DKI 2017 di TPS 15 RSCM https:\/\/t.co\/vajPLioiek"
Non_HS,"Disediakan Ambulans untuk Pasien Mencoblos pada Pilkada DKI 2017"
Non_HS,"RT @miekarinayam: Saya bertanya apakah saya memang tak boleh ikut Pilkada 2017? Apakah saya kehilangan hak saya yg dijamin konstitusi?"
Non_HS,"Ya Allah! Anis dan Sandi bakal jadi Gubernur DKI Jakarta terpilih di tahun ini"
